,image_id,question,question_id,answer
6360,900104312,Are there any flowers?,900104312,yes
6361,8865,Does the girl see the boy?,88650,yes
6362,900088650,Does the girl see the boy?,900088650,no
6363,12039,Is this bird endangered in some locations?,120390,yes
6364,10440,Has the woman started eating the apple in her hand?,104400,no
6365,900104400,Has the woman started eating the apple in her hand?,900104400,yes
6366,8353,Is the young boy on the right laying back?,83530,yes
6367,900083530,Is the young boy on the right laying back?,900083530,no
6368,12306,Is the slice of the watermelon on a plate?,123061,no
6369,900123061,Is the slice of the watermelon on a plate?,900123061,yes
6370,12654,Did the little boy jump over the woman?,126541,no
6371,900126541,Did the little boy jump over the woman?,900126541,yes
6372,17912,Is the TV set on?,179120,yes
6373,900179120,Is the TV set on?,900179120,no
6374,8947,Is anyone playing on the slide in this picture?,89472,no
6375,900089472,Is anyone playing on the slide in this picture?,900089472,yes
6376,15304,Is the turtle afraid of the water?,153041,no
6377,900153041,Is the turtle afraid of the water?,900153041,yes
6378,13592,Does this room offer a great deal of symmetry?,135920,yes
6379,900135920,Does this room offer a great deal of symmetry?,900135920,no
6380,16559,Is the animal her pet?,165592,no
6381,3652,Is the cat leaping?,36520,yes
6382,900036520,Is the cat leaping?,900036520,no
6383,15205,Are the paintings identical?,152051,yes
6384,900152051,Are the paintings identical?,900152051,no
6385,19726,Does the bicycle belong to the girl?,197260,yes
6386,900197260,Does the bicycle belong to the girl?,900197260,no
6387,12231,Can the baby walk?,122311,no
6388,900122311,Can the baby walk?,900122311,yes
6389,1053,Does the baby have hair on its head?,10532,no
6390,879,Are they in love?,8790,yes
6391,900008790,Are they in love?,900008790,no
6392,13821,Does this man have a stomach ailment?,138210,yes
6393,900138210,Does this man have a stomach ailment?,900138210,no
6394,2524,"Is there an item here, often associated with easter?",25240,yes
6395,900025240,"Is there an item here, often associated with easter?",900025240,no
6396,15996,Are the boys getting ready to hit each other?,159962,no
6397,900159962,Are the boys getting ready to hit each other?,900159962,yes
6398,1122,Are they playing baseball?,11221,no
6399,900011221,Are they playing baseball?,900011221,yes
6400,17978,Is the tree the same color as the bushes?,179780,no
6401,18139,Did someone make a mess with blocks?,181391,yes
6402,900181391,Did someone make a mess with blocks?,900181391,no
6403,12843,Is it sunny?,128432,yes
6404,900128432,Is it sunny?,900128432,no
6405,2592,Is the couch sitting against the wall?,25922,no
6406,900025922,Is the couch sitting against the wall?,900025922,yes
6407,17163,Is there a coat on the coat rack?,171631,no
6408,5291,Is the woman on the scooter racing by the tree?,52912,yes
6409,900052912,Is the woman on the scooter racing by the tree?,900052912,no
6410,1757,Is the picture above the fireplace?,17572,yes
6411,900017572,Is the picture above the fireplace?,900017572,no
6412,17019,Is there an area rug in the room?,170190,yes
6413,900170190,Is there an area rug in the room?,900170190,no
6414,206,Is the woman on the couch and the woman in the picture the same person?,2061,no
6415,900002061,Is the woman on the couch and the woman in the picture the same person?,900002061,yes
6416,7501,Is the guy reading the book?,75010,no
6417,10918,Will the man pet the dog?,109181,yes
6418,900109181,Will the man pet the dog?,900109181,no
6419,7234,Is the boy talking to himself?,72341,yes
6420,900072341,Is the boy talking to himself?,900072341,no
6421,2513,Is the sun just rising?,25131,no
6422,900025131,Is the sun just rising?,900025131,yes
6423,8836,Is the cat chasing mice?,88362,no
6424,900088362,Is the cat chasing mice?,900088362,yes
6425,2192,Is this a family of four?,21922,yes
6426,900021922,Is this a family of four?,900021922,no
6427,11905,Did the cat catch the mouse?,119050,no
6428,900119050,Did the cat catch the mouse?,900119050,yes
6429,19368,Can the woman play on the seesaw?,193682,yes
6430,900193682,Can the woman play on the seesaw?,900193682,no
6431,14483,Does this picture seem to be missing trees?,144831,yes
6432,900144831,Does this picture seem to be missing trees?,900144831,no
6433,17967,Is the man lost?,179671,yes
6434,900179671,Is the man lost?,900179671,no
6435,5960,Does the woman likely enjoy knitting?,59601,yes
6436,900059601,Does the woman likely enjoy knitting?,900059601,no
6437,2946,Does the boy like to skateboard?,29461,yes
6438,900029461,Does the boy like to skateboard?,900029461,no
6439,5102,Is the boy looking for his stuffed animal?,51022,no
6440,900051022,Is the boy looking for his stuffed animal?,900051022,yes
6441,6382,Is the bottle of wine under the painting?,63820,yes
6442,900063820,Is the bottle of wine under the painting?,900063820,no
6443,14003,Is there a plant on the floor?,140032,yes
6444,900140032,Is there a plant on the floor?,900140032,no
6445,8160,Do the deer have spots?,81601,yes
6446,5512,"If both boys walk in same direction as they are now, will they meet?",55121,yes
6447,900055121,"If both boys walk in same direction as they are now, will they meet?",900055121,no
6448,6225,Are all the deer standing?,62252,no
6449,900062252,Are all the deer standing?,900062252,yes
6450,9154,Is she overweight?,91540,yes
6451,900091540,Is she overweight?,900091540,no
6452,2046,Is the woman looking for something?,20461,no
6453,900020461,Is the woman looking for something?,900020461,yes
6454,11456,Is the fireplace lit?,114560,yes
6455,900114560,Is the fireplace lit?,900114560,no
6456,6466,Is the boy laying on the floor?,64661,yes
6457,900064661,Is the boy laying on the floor?,900064661,no
6458,6314,Is it winter?,63140,no
6459,12624,Is the girl petting the dog?,126241,yes
6460,900126241,Is the girl petting the dog?,900126241,no
6461,7000,Does this room make sense?,70001,yes
6462,900070001,Does this room make sense?,900070001,no
6463,8709,Is the sun low in the sky?,87091,yes
6464,900087091,Is the sun low in the sky?,900087091,no
6465,9949,Are they leaving the park?,99490,yes
6466,900099490,Are they leaving the park?,900099490,no
6467,9315,Is the little dog running towards the bench?,93150,yes
6468,900093150,Is the little dog running towards the bench?,900093150,no
6469,11155,Do the pictures match?,111552,no
6470,900111552,Do the pictures match?,900111552,yes
6471,8745,Do the sofa and chair match?,87451,yes
6472,900087451,Do the sofa and chair match?,900087451,no
6473,8732,Is the door open?,87322,no
6474,900087322,Is the door open?,900087322,yes
6475,7406,Is the woman running?,74060,yes
6476,900074060,Is the woman running?,900074060,no
6477,15816,Is the picture evenly placed between the windows?,158161,yes
6478,900158161,Is the picture evenly placed between the windows?,900158161,no
6479,11942,Did the man on the ground use the slide?,119421,yes
6480,900119421,Did the man on the ground use the slide?,900119421,no
6481,8628,Is anyone home?,86280,no
6482,900086280,Is anyone home?,900086280,yes
6483,2839,Is the lady waiting for someone?,28392,no
6484,900028392,Is the lady waiting for someone?,900028392,yes
6485,11787,Is there a koi pond?,117870,yes
6486,900117870,Is there a koi pond?,900117870,no
6487,13576,Is this man thinking about buying a sofa for this room?,135760,yes
6488,1528,Is the woman sleeping?,15282,yes
6489,900015282,Is the woman sleeping?,900015282,no
6490,14189,Does the woman like the dog?,141890,yes
6491,900141890,Does the woman like the dog?,900141890,no
6492,5179,Is the man eating all alone?,51790,yes
6493,900051790,Is the man eating all alone?,900051790,no
6494,3730,Are they going to cook the watermelon on the grill?,37302,no
6495,900037302,Are they going to cook the watermelon on the grill?,900037302,yes
6496,14039,Is the little girl fascinating by the duck?,140390,yes
6497,900140390,Is the little girl fascinating by the duck?,900140390,no
6498,3197,Is the little boy hiding?,31971,yes
6499,900031971,Is the little boy hiding?,900031971,no
6500,10415,Are the couches facing each other?,104152,no
6501,900104152,Are the couches facing each other?,900104152,yes
6502,14986,Is the old man kneeling near a dog?,149860,yes
6503,900149860,Is the old man kneeling near a dog?,900149860,no
6504,7196,Is this woman sitting on the sofa?,71960,no
6505,900071960,Is this woman sitting on the sofa?,900071960,yes
6506,11337,Is he sitting on a couch?,113372,no
6507,900113372,Is he sitting on a couch?,900113372,yes
6508,17092,Is the man smiling?,170922,yes
6509,900170922,Is the man smiling?,900170922,no
6510,14322,Is this girl jumping rope on a sidewalk?,143220,yes
6511,900143220,Is this girl jumping rope on a sidewalk?,900143220,no
6512,19043,Does the man appear sad?,190430,yes
6513,900190430,Does the man appear sad?,900190430,no
6514,6490,Are the windows the same size?,64901,no
6515,900064901,Are the windows the same size?,900064901,yes
6516,6900,Is the man jumping on the seesaw?,69001,yes
6517,900069001,Is the man jumping on the seesaw?,900069001,no
6518,12068,Is this woman sick?,120682,no
6519,900120682,Is this woman sick?,900120682,yes
6520,13051,Is the dog mean?,130510,no
6521,1258,Is the TV on?,12580,yes
6522,13500,Does the man think it's funny if the baby is hurt?,135002,yes
6523,900135002,Does the man think it's funny if the baby is hurt?,900135002,no
6524,4582,Is the boy walking straight?,45821,yes
6525,900045821,Is the boy walking straight?,900045821,no
6526,6695,Are they having a feast?,66951,yes
6527,900066951,Are they having a feast?,900066951,no
6528,8165,Are the cats being aggressive?,81651,no
6529,900081651,Are the cats being aggressive?,900081651,yes
6530,1115,Is this a school classroom?,11150,no
6531,19418,Is this likely to be a romantic date?,194182,no
6532,900194182,Is this likely to be a romantic date?,900194182,yes
6533,9307,Are there pictures on the wall?,93070,yes
6534,900093070,Are there pictures on the wall?,900093070,no
6535,8265,Did the woman leave the grill unattended?,82651,yes
6536,900082651,Did the woman leave the grill unattended?,900082651,no
6537,14944,Is the woman playing a video game?,149441,no
6538,900149441,Is the woman playing a video game?,900149441,yes
6539,1361,Is the woman carrying a salad?,13611,yes
6540,900013611,Is the woman carrying a salad?,900013611,no
6541,16102,Is the enough bikes for all the people?,161021,no
6542,900161021,Is the enough bikes for all the people?,900161021,yes
6543,1126,Is it sunny?,11262,yes
6544,900011262,Is it sunny?,900011262,no
6545,13603,Did the mouse come from the fireplace?,136030,no
6546,900136030,Did the mouse come from the fireplace?,900136030,yes
6547,6778,Is he reading?,67782,no
6548,900067782,Is he reading?,900067782,yes
6549,10199,Is there a black person in the room?,101991,yes
6550,900101991,Is there a black person in the room?,900101991,no
6551,12827,Do the clouds in the sky look threatening?,128271,no
6552,17602,Are they a couple?,176021,yes
6553,900176021,Are they a couple?,900176021,no
6554,12371,Is the guys clothes the same color as the skateboard?,123711,yes
6555,900123711,Is the guys clothes the same color as the skateboard?,900123711,no
6556,17250,Is there anything on the table?,172502,no
6557,900172502,Is there anything on the table?,900172502,yes
6558,12205,Is this boy old enough to drink the wine in the bottle next to him?,122050,no
6559,900122050,Is this boy old enough to drink the wine in the bottle next to him?,900122050,yes
6560,16009,Is there much meat on the bone?,160091,no
6561,18570,Is the person in the image a child?,185700,yes
6562,900185700,Is the person in the image a child?,900185700,no
6563,7933,Is the girl going to drink wine?,79332,no
6564,900079332,Is the girl going to drink wine?,900079332,yes
6565,13679,Are these two a couple?,136791,yes
6566,900136791,Are these two a couple?,900136791,no
6567,17236,Is he hurt?,172362,yes
6568,900172362,Is he hurt?,900172362,no
6569,11644,Will the cat and the dog eat the food left on the floor?,116442,yes
6570,900116442,Will the cat and the dog eat the food left on the floor?,900116442,no
6571,14299,Is the boy having a good time?,142991,yes
6572,900142991,Is the boy having a good time?,900142991,no
6573,2863,Are they looking at each other?,28632,no
6574,900028632,Are they looking at each other?,900028632,yes
6575,12293,Is the woman dancing?,122930,yes
6576,900122930,Is the woman dancing?,900122930,no
6577,9269,Is she knocking TV over?,92691,no
6578,900092691,Is she knocking TV over?,900092691,yes
6579,11447,Is the girl using this playground equipment correctly?,114472,yes
6580,900114472,Is the girl using this playground equipment correctly?,900114472,no
6581,2618,Is the boy upset with the dollhouse?,26181,no
6582,900026181,Is the boy upset with the dollhouse?,900026181,yes
6583,10432,Is someone sitting on the bench?,104322,no
6584,900104322,Is someone sitting on the bench?,900104322,yes
6585,12456,Is the cat trying to catch the squirrel?,124562,no
6586,900124562,Is the cat trying to catch the squirrel?,900124562,yes
6587,2145,Is someone looking for the soccer ball?,21451,no
6588,900021451,Is someone looking for the soccer ball?,900021451,yes
6589,16512,Are they all friends?,165122,yes
6590,900165122,Are they all friends?,900165122,no
6591,16989,Is the boy about to drop the pie?,169892,yes
6592,900169892,Is the boy about to drop the pie?,900169892,no
6593,8689,Can this be happening in the middle of summer?,86892,yes
6594,9512,Is the older girl fixing the younger girl's hair?,95121,yes
6595,900095121,Is the older girl fixing the younger girl's hair?,900095121,no
6596,6807,Is the girl on the red rug nervous about the kitty?,68070,no
6597,900068070,Is the girl on the red rug nervous about the kitty?,900068070,yes
6598,18850,Is the sun shining?,188502,yes
6599,900188502,Is the sun shining?,900188502,no
6600,12176,Is the girl giving the duck food to eat?,121760,yes
6601,900121760,Is the girl giving the duck food to eat?,900121760,no
6602,18235,Is this room messy?,182350,yes
6603,900182350,Is this room messy?,900182350,no
6604,18699,Is the boy on the picnic blanket full?,186991,yes
6605,900186991,Is the boy on the picnic blanket full?,900186991,no
6606,9377,Is this young man reading a book?,93771,yes
6607,900093771,Is this young man reading a book?,900093771,no
6608,16485,Is it warm out?,164852,yes
6609,900164852,Is it warm out?,900164852,no
6610,8563,Is the man about to have pie with the little girl?,85630,yes
6611,900085630,Is the man about to have pie with the little girl?,900085630,no
6612,18520,Is the cat after the beehive?,185202,yes
6613,900185202,Is the cat after the beehive?,900185202,no
6614,3617,Will they play soccer?,36172,yes
6615,900036172,Will they play soccer?,900036172,no
6616,6075,Is the baby by himself?,60751,yes
6617,900060751,Is the baby by himself?,900060751,no
6618,17778,Will the cat catch the mouse?,177781,yes
6619,900177781,Will the cat catch the mouse?,900177781,no
6620,4175,Is the girl swinging on the monkey bars?,41751,yes
6621,900041751,Is the girl swinging on the monkey bars?,900041751,no
6622,11023,Is the raccoon watching the turtle from behind the bush?,110231,yes
6623,900110231,Is the raccoon watching the turtle from behind the bush?,900110231,no
6624,16749,Are the woman's feet touching the floor?,167491,yes
6625,900167491,Are the woman's feet touching the floor?,900167491,no
6626,8812,Has the pie been cut?,88121,no
6627,900088121,Has the pie been cut?,900088121,yes
6628,1732,Is the ball being thrown?,17322,yes
6629,900017322,Is the ball being thrown?,900017322,no
6630,16945,Are the paintings identical?,169451,yes
6631,900169451,Are the paintings identical?,900169451,no
6632,8367,Is the tree dead?,83672,yes
6633,900083672,Is the tree dead?,900083672,no
6634,9788,Is the door closed?,97881,yes
6635,13843,Is the child well supervised?,138431,no
6636,900138431,Is the child well supervised?,900138431,yes
6637,11423,Are the paintings identical?,114230,yes
6638,900114230,Are the paintings identical?,900114230,no
6639,4752,Is the husband present in the picture?,47521,no
6640,900047521,Is the husband present in the picture?,900047521,yes
6641,248,Is the lady having a BBQ alone?,2480,yes
6642,900002480,Is the lady having a BBQ alone?,900002480,no
6643,12328,Is the plant near the window?,123282,no
6644,900123282,Is the plant near the window?,900123282,yes
6645,15406,Is the person on the monkey bars drunk?,154062,no
6646,900154062,Is the person on the monkey bars drunk?,900154062,yes
6647,14175,Is there a coat on the rack?,141751,no
6648,10705,Are the young boy and girl near the fire?,107050,yes
6649,900107050,Are the young boy and girl near the fire?,900107050,no
6650,11224,Is the man waving?,112240,yes
6651,900112240,Is the man waving?,900112240,no
6652,3485,Is the girl holding a doll?,34851,yes
6653,900034851,Is the girl holding a doll?,900034851,no
6654,17836,Is the man sleeping?,178361,no
6655,900178361,Is the man sleeping?,900178361,yes
6656,10969,Are the two girls telling secrets?,109690,yes
6657,900109690,Are the two girls telling secrets?,900109690,no
6658,15092,Are both paintings portraits?,150921,no
6659,16933,Are the trees bare?,169331,yes
6660,900169331,Are the trees bare?,900169331,no
6661,4109,Is this a park?,41092,yes
6662,900041092,Is this a park?,900041092,no
6663,2199,Are the individuals featured in this picture wearing official sporting uniforms?,21990,no
6664,900021990,Are the individuals featured in this picture wearing official sporting uniforms?,900021990,yes
6665,18657,Is the man thirsty?,186570,yes
6666,900186570,Is the man thirsty?,900186570,no
6667,16837,Is that a raccoon?,168371,yes
6668,900168371,Is that a raccoon?,900168371,no
6669,164,Are they drinking?,1641,yes
6670,900001641,Are they drinking?,900001641,no
6671,9766,Does the doll on the floor have a pink dress on?,97661,yes
6672,900097661,Does the doll on the floor have a pink dress on?,900097661,no
6673,5997,Will a coat be hung on the coat rack?,59970,yes
6674,900059970,Will a coat be hung on the coat rack?,900059970,no
6675,4581,Are all the tree trunks the same diameter?,45811,no
6676,900045811,Are all the tree trunks the same diameter?,900045811,yes
6677,3467,Is the man afraid of the raccoon?,34670,yes
6678,900034670,Is the man afraid of the raccoon?,900034670,no
6679,8856,Is the boy going to drink tea?,88560,yes
6680,900088560,Is the boy going to drink tea?,900088560,no
6681,6450,Does the dog want to play with the teddy bear?,64500,yes
6682,900064500,Does the dog want to play with the teddy bear?,900064500,no
6683,15972,Is the girl watching the TV?,159720,no
6684,900159720,Is the girl watching the TV?,900159720,yes
6685,5296,Is there a sleeping dog?,52961,yes
6686,900052961,Is there a sleeping dog?,900052961,no
6687,9270,Is the lady lost?,92700,no
6688,900092700,Is the lady lost?,900092700,yes
6689,8035,Is the boy having fun?,80351,yes
6690,900080351,Is the boy having fun?,900080351,no
6691,571,Is the woman coming to eat with the man?,5710,yes
6692,900005710,Is the woman coming to eat with the man?,900005710,no
6693,6859,Are the women's legs positioned alike?,68591,yes
6694,900068591,Are the women's legs positioned alike?,900068591,no
6695,19411,Will they have a picnic?,194111,yes
6696,900194111,Will they have a picnic?,900194111,no
6697,2679,Is the man made about toys being on the floor?,26792,no
6698,900026792,Is the man made about toys being on the floor?,900026792,yes
6699,18633,Is the woman ready to have dinner?,186330,yes
6700,900186330,Is the woman ready to have dinner?,900186330,no
6701,7001,Are all of these people children?,70010,no
6702,900070010,Are all of these people children?,900070010,yes
6703,2673,Is the sun out?,26730,yes
6704,900026730,Is the sun out?,900026730,no
6705,9729,Is the child standing?,97290,no
6706,900097290,Is the child standing?,900097290,yes
6707,1527,Is the man falling?,15271,yes
6708,900015271,Is the man falling?,900015271,no
6709,3969,Is there a painting?,39690,yes
6710,900039690,Is there a painting?,900039690,no
6711,14290,Are the windows open?,142902,no
6712,16421,Is there a picture of the portrait?,164212,yes
6713,900164212,Is there a picture of the portrait?,900164212,no
6714,3351,Is the computer turned on?,33512,no
6715,900033512,Is the computer turned on?,900033512,yes
6716,7124,Is there any visible scenes on the television?,71240,no
6717,16693,Is the woman sitting to close to the tree?,166932,no
6718,900166932,Is the woman sitting to close to the tree?,900166932,yes
6719,13160,Do these trees have leaves?,131601,no
6720,900131601,Do these trees have leaves?,900131601,yes
6721,2018,Are both of the men frustrated by a slow internet connection?,20181,yes
6722,900020181,Are both of the men frustrated by a slow internet connection?,900020181,no
6723,10255,Is the dog going to eat?,102551,yes
6724,900102551,Is the dog going to eat?,900102551,no
6725,10620,Are the adults likely the parents of the child?,106201,no
6726,900106201,Are the adults likely the parents of the child?,900106201,yes
6727,3999,Is the woman offering an apple to the little girl?,39990,yes
6728,900039990,Is the woman offering an apple to the little girl?,900039990,no
6729,18797,Did the girl fall off the bench?,187970,yes
6730,900187970,Did the girl fall off the bench?,900187970,no
6731,17561,Is the window open?,175611,no
6732,3324,Does the puppy have spots?,33240,no
6733,900033240,Does the puppy have spots?,900033240,yes
6734,10401,Is the fire burning?,104012,yes
6735,900104012,Is the fire burning?,900104012,no
6736,19763,Is the weather nice?,197631,yes
6737,900197631,Is the weather nice?,900197631,no
6738,466,Is the boy in danger?,4662,no
6739,900004662,Is the boy in danger?,900004662,yes
6740,2610,Is one window higher than the other?,26101,yes
6741,18666,Is the sun visible?,186661,yes
6742,900186661,Is the sun visible?,900186661,no
6743,8379,Is the woman running towards the boy on the slide?,83791,yes
6744,900083791,Is the woman running towards the boy on the slide?,900083791,no
6745,13709,Is homework being done now?,137091,no
6746,900137091,Is homework being done now?,900137091,yes
6747,11700,"If Dad comes home, is there a place set for him?",117000,no
6748,900117000,"If Dad comes home, is there a place set for him?",900117000,yes
6749,13666,Is the young girl running towards the sidewalk?,136660,yes
6750,900136660,Is the young girl running towards the sidewalk?,900136660,no
6751,18113,Did the baby mess up the toys?,181131,yes
6752,900181131,Did the baby mess up the toys?,900181131,no
6753,677,Are these two animals attacking the man?,6770,no
6754,900006770,Are these two animals attacking the man?,900006770,yes
6755,11017,Could the time of day depicted  be noon?,110171,yes
6756,900110171,Could the time of day depicted  be noon?,900110171,no
6757,5806,Is she playing with a rat?,58060,yes
6758,900058060,Is she playing with a rat?,900058060,no
6759,7668,Are the couch cushions machine washable?,76682,yes
6760,15593,Are they having a tea party?,155930,yes
6761,900155930,Are they having a tea party?,900155930,no
6762,4229,Is the man cooking on the grill?,42290,yes
6763,900042290,Is the man cooking on the grill?,900042290,no
6764,19187,Is the woman on the right tossing a bird?,191870,no
6765,900191870,Is the woman on the right tossing a bird?,900191870,yes
6766,17543,Will the woman lose that gut eating like this?,175431,no
6767,900175431,Will the woman lose that gut eating like this?,900175431,yes
6768,1875,Is she happy?,18752,yes
6769,900018752,Is she happy?,900018752,no
6770,16819,Is there any shade?,168190,no
6771,900168190,Is there any shade?,900168190,yes
6772,5756,Is the dog sleeping?,57560,no
6773,900057560,Is the dog sleeping?,900057560,yes
6774,5087,Does the lady drink alcohol?,50872,yes
6775,900050872,Does the lady drink alcohol?,900050872,no
6776,10542,Are the shovel and bucket the same color?,105420,no
6777,17878,Is the boy fishing?,178782,no
6778,900178782,Is the boy fishing?,900178782,yes
6779,9264,Are the dogs ears darker than the rest of his body?,92642,yes
6780,4797,Is there a painting on the wall?,47972,yes
6781,900047972,Is there a painting on the wall?,900047972,no
6782,1148,Are people going to be eating outside?,11480,yes
6783,900011480,Are people going to be eating outside?,900011480,no
6784,16905,Is there an animal?,169052,no
6785,900169052,Is there an animal?,900169052,yes
6786,16904,Does the sky touch the ground?,169040,yes
6787,14263,Is the dog larger than the frisbee?,142632,yes
6788,900142632,Is the dog larger than the frisbee?,900142632,no
6789,18565,Do the babies have hair?,185651,no
6790,1350,Are they sitting?,13500,yes
6791,900013500,Are they sitting?,900013500,no
6792,10176,Is the dog playing hide and seek with the other dog?,101760,yes
6793,900101760,Is the dog playing hide and seek with the other dog?,900101760,no
6794,1657,Is there an insect flying around the tree?,16571,yes
6795,900016571,Is there an insect flying around the tree?,900016571,no
6796,11487,Is the girl walking past a body of water?,114871,yes
6797,900114871,Is the girl walking past a body of water?,900114871,no
6798,5456,Does the man have a plate available?,54560,no
6799,900054560,Does the man have a plate available?,900054560,yes
6800,1745,Is he outside?,17452,no
6801,11200,Are the two women enjoying tea?,112000,yes
6802,900112000,Are the two women enjoying tea?,900112000,no
6803,7758,Is there a rug on the floor?,77580,yes
6804,900077580,Is there a rug on the floor?,900077580,no
6805,12632,Is the old lady standing on a rug?,126320,yes
6806,900126320,Is the old lady standing on a rug?,900126320,no
6807,4783,Do the chair and the rug match?,47832,yes
6808,900047832,Do the chair and the rug match?,900047832,no
6809,10452,Is the man cleaning up the toys?,104520,no
6810,1979,Are there any clouds?,19792,no
6811,900019792,Are there any clouds?,900019792,yes
6812,17381,Is that food cooked?,173811,no
6813,900173811,Is that food cooked?,900173811,yes
6814,15327,Is he falling in the pond?,153271,yes
6815,900153271,Is he falling in the pond?,900153271,no
6816,17645,Does he look interested in playing in the sandbox?,176451,yes
6817,900176451,Does he look interested in playing in the sandbox?,900176451,no
6818,9762,Is the younger person having fun?,97620,no
6819,900097620,Is the younger person having fun?,900097620,yes
6820,4088,Is the woman running?,40882,yes
6821,900040882,Is the woman running?,900040882,no
6822,10722,Does the room need more decor on the walls?,107220,no
6823,900107220,Does the room need more decor on the walls?,900107220,yes
6824,15724,Does he have tongs?,157241,yes
6825,900157241,Does he have tongs?,900157241,no
6826,16911,Has something gone wrong on the see-saw?,169110,yes
6827,900169110,Has something gone wrong on the see-saw?,900169110,no
6828,11416,Is the boy playing a video game?,114161,yes
6829,900114161,Is the boy playing a video game?,900114161,no
6830,5324,Is the woman the little girl's mother?,53242,yes
6831,900053242,Is the woman the little girl's mother?,900053242,no
6832,15403,Is the lady happy?,154032,yes
6833,900154032,Is the lady happy?,900154032,no
6834,19706,Is the living room properly set up?,197062,no
6835,900197062,Is the living room properly set up?,900197062,yes
6836,19623,Is the deer looking at the girl?,196231,no
6837,900196231,Is the deer looking at the girl?,900196231,yes
6838,4748,Is the person too old for the seesaw?,47481,yes
6839,900047481,Is the person too old for the seesaw?,900047481,no
6840,16831,Is the man on the left tossing a football?,168310,yes
6841,900168310,Is the man on the left tossing a football?,900168310,no
6842,14759,Is the woman practicing judo?,147592,no
6843,900147592,Is the woman practicing judo?,900147592,yes
6844,5339,Is the little girl trying to harass the bees?,53391,no
6845,900053391,Is the little girl trying to harass the bees?,900053391,yes
6846,8575,Are both animals using pillows?,85752,no
6847,900085752,Are both animals using pillows?,900085752,yes
6848,4288,Is it cold inside?,42881,yes
6849,12999,Is the woman going to eat alone?,129992,yes
6850,900129992,Is the woman going to eat alone?,900129992,no
6851,4615,Would it be easy to tip this bookshelf over?,46151,yes
6852,900046151,Would it be easy to tip this bookshelf over?,900046151,no
6853,12128,Is the woman sad?,121281,no
6854,900121281,Is the woman sad?,900121281,yes
6855,4638,Are the girl and doll dressed the same?,46382,no
6856,17789,Are the girls the same age?,177890,yes
6857,900177890,Are the girls the same age?,900177890,no
6858,14505,Is the bed too small for the cat?,145051,no
6859,900145051,Is the bed too small for the cat?,900145051,yes
6860,15458,Is the skateboard too big for the girl?,154582,yes
6861,900154582,Is the skateboard too big for the girl?,900154582,no
6862,16381,Are there any adults present?,163812,no
6863,900163812,Are there any adults present?,900163812,yes
6864,13971,Is there a tree without leaves pictured?,139710,yes
6865,900139710,Is there a tree without leaves pictured?,900139710,no
6866,17660,Is there anyone playing?,176602,no
6867,900176602,Is there anyone playing?,900176602,yes
6868,18916,Will the girl watch TV?,189161,yes
6869,900189161,Will the girl watch TV?,900189161,no
6870,7520,Is the dog running towards the picnic?,75200,yes
6871,900075200,Is the dog running towards the picnic?,900075200,no
6872,7801,Is there a wooden stool under a window?,78011,yes
6873,900078011,Is there a wooden stool under a window?,900078011,no
6874,1813,Is the man running?,18130,yes
6875,900018130,Is the man running?,900018130,no
6876,1637,Is the man eating anything?,16372,no
6877,900016372,Is the man eating anything?,900016372,yes
6878,13297,Are these two having an argument?,132972,no
6879,900132972,Are these two having an argument?,900132972,yes
6880,6287,Could this scene be real?,62872,yes
6881,900062872,Could this scene be real?,900062872,no
6882,16828,Is the cat lying in a bed?,168282,no
6883,900168282,Is the cat lying in a bed?,900168282,yes
6884,16356,Is anything on fire?,163560,yes
6885,15826,Is it winter?,158261,no
6886,900158261,Is it winter?,900158261,yes
6887,9241,Does the man own that bike?,92412,yes
6888,17826,Are they eating steak?,178261,yes
6889,900178261,Are they eating steak?,900178261,no
6890,10878,Does she like animals?,108780,yes
6891,900108780,Does she like animals?,900108780,no
6892,16659,Is the bird above the man?,166590,no
6893,900166590,Is the bird above the man?,900166590,yes
6894,11349,Is the girl sitting on the rug enjoying herself?,113491,yes
6895,900113491,Is the girl sitting on the rug enjoying herself?,900113491,no
6896,11407,Are the two women jogging?,114071,yes
6897,900114071,Are the two women jogging?,900114071,no
6898,17335,Will the man have to bring the marshmallow closer to the fire?,173351,yes
6899,900173351,Will the man have to bring the marshmallow closer to the fire?,900173351,no
6900,19,Is she enjoying herself?,190,yes
6901,900000190,Is she enjoying herself?,900000190,no
6902,6727,Do the boy's pants and shirt match?,67270,yes
6903,900067270,Do the boy's pants and shirt match?,900067270,no
6904,12273,Did the girl just walk in the room?,122731,yes
6905,900122731,Did the girl just walk in the room?,900122731,no
6906,6340,Is the girl holding the doll?,63400,no
6907,900063400,Is the girl holding the doll?,900063400,yes
6908,2823,Is the boy amused?,28231,yes
6909,900028231,Is the boy amused?,900028231,no
6910,4578,Is there anything on the mantle?,45782,no
6911,900045782,Is there anything on the mantle?,900045782,yes
6912,14054,Are the trees the same size?,140541,yes
6913,900140541,Are the trees the same size?,900140541,no
6914,14455,Is the dollhouse empty?,144551,yes
6915,900144551,Is the dollhouse empty?,900144551,no
6916,14885,Is everyone asleep?,148850,no
6917,900148850,Is everyone asleep?,900148850,yes
6918,8554,Are the plant leaves green?,85540,yes
6919,8050,Is there a red rug?,80501,yes
6920,900080501,Is there a red rug?,900080501,no
6921,14923,Is the girl jumping?,149230,no
6922,900149230,Is the girl jumping?,900149230,yes
